"projectID";"topic";"title"
"284421";"SPA.2011.1.5-03";"R&D to enhance future GMES applications in the Marine and Atmosphere areas"
"600405";"FP7-PEOPLE-2012-COFUND";"Marie-Curie Action: ""Co-funding of regional, National and International Programmes"""
"609789";"FP7-PEOPLE-2013-NIGHT";"Marie-Curie Action: ""Researchers' Night"""
"262247";"SME-1";"Research for SMEs"
"231997";"SME-1";"Research for SMEs"
"308074";"ERC-SG-PE10";"ERC Starting Grant - Earth system science"
"268469";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"303527";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"265885";"GC-SST.2010.7-3.";"Optimised thermal engine development and integration"
"258418";"ERC-SG-PE7";"ERC Starting Grant - Systems and communication engineering"
"241401";"ENERGY.2009.5.1.1";"Innovative capture techniques"
"218076";"SEC-2007-7.0-02";"European Security Research Networks (incl. for standardisation)"
"264722";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"609667";"ICT-2013.5.3";"ICT for smart and personalised inclusion"
"607371";"SPA.2013.3.1-01";"SME space technology research and technology transfer"
"213295";"ENERGY-2007-1.1-01";"Basic research for materials and processes for Polymer Electrolyte Membrane Fuel Cells (PEMFC)"
"618353";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"606971";"SPA.2013.1.1-07";"Remote sensing methods"
"304222";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"295970";"Fission-2011-3.1.1";"Contribution to low-dose risk research in Europe"
"240603";"ERC-SG-PE2";"ERC Starting Grant - Fundamental constituents of matter"
"293441";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"337221";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"623613";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"284602";"FoF-ICT-2011.7.4";"Digital factories: Manufacturing design and product lifecycle management"
"278346";"HEALTH.2011.1.1-1";"SME-targeted research for developing tools and technologies for high-throughput research"
"220808";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"224619";"ICT-2007.1.6";"New paradigms and experimental facilities"
"228734";"FP7-2008-PEOPLE-NIGHT";"Marie Curie Action: ""Researchers' Night 2008"""
"304073";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"299954";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"301519";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"602906";"HEALTH.2013.2.3.1-2";"Stratified approaches to antibacterial and/or antifungal treatment"
"203952";"ERC-SG-PE4";"ERC Starting Grant - Physical and Analytical Chemical sciences"
"323030";"ERC-AG-LS2";"ERC Advanced Grant - Genetics, Genomics, Bioinformatics and Systems Biology"
"213277";"NMP-2007-2.1-1";"Nanostructured polymer-matrix composites"
"624639";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"603482";"ENV.2013.6.3-1";"Turning waste into a resource through innovative technologies, processes and services"
"218817";"SPA-2007-2.1-01";"Space Science"
"247208";"ERC-AG-PE3";"ERC Advanced Grant - Condensed matter physics"
"267833";"ERC-AG-PE4";"ERC Advanced Grant - Physical and Analytical Chemical sciences"
"227700";"ERC-AG-PE4";"ERC Advanced Grant - Physical and Analytical Chemical sciences"
"227964";"ERC-AG-ID1";"ERC Advanced Grant Interdisciplinary Panel"
"321821";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"214666";"NMP-2007-1.1-1";"Nano-scale mechanisms of bio/non-bio interactions"
"270369";"ICT-2009.8.7";"FET proactive 7: Molecular Scale Devices and Systems"
"316559";"FP7-PEOPLE-2012-NIGHT";"Marie-Curie Action: ""Researchers' Night"""
"337569";"ERC-SG-PE9";"ERC Starting Grant - Universe sciences"
"257829";"ICT-2009.3.1";"Nanoelectronics technology"
"608417";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"308130";"ERC-SG-PE9";"ERC Starting Grant - Universe sciences"
"240002";"ERC-SG-PE10";"ERC Starting Grant - Earth system science"
"318991";"FP7-PEOPLE-2012-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"285103";"GC.SST.2011.7-3.";"Efficient long distance transport – waste heat recovery"
"303485";"SP1-JTI-FCH.2011.1.1";"Large-scale demonstration of road vehicles and refuelling infrastructure IV"
"312283";"ERC-SG-SH6";"ERC Starting Grant - The study of the human past"
"265063";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"238593";"FP7-PEOPLE-ITN-2008";"Marie Curie Action: ""Networks for Initial Training"""
"291235";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"324433";"FP7-PEOPLE-2012-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"229292";"NMP-2008-1.1-1";"Converging sciences and technologies (nano, bio, info and/or cogni)"
"247013";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"625862";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"314039";"AAT.2012.7-8.";"Attracting young Europeans to future careers in the field of aeronautics"
"314039";"AAT.2012.7-9.";"Supporting organisation of conferences and events of special relevance to Aeronautics and Air Transport research"
"285991";"FP7-PEOPLE-2011-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"272247";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"287475";"FP7-PEOPLE-2011-NIGHT";"Marie-Curie Action: ""Researchers' Night"""
"247508";"FP7-PEOPLE-2009-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"291175";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"614577";"ERC-CG-2013-PE2";"ERC Consolidator Grant - Fundamental Constituents of Matter"
"316596";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"264330";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"264336";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"256984";"HEALTH.2010.1.2-1";"Tools for the identification and the detection of biomarkers in clinical samples and patients. FP7-HEALTH-2010-two-stage."
"622071";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"252986";"FP7-PEOPLE-2009-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"619318";"ICT-2013.9.9";"FET Flagships"
"609508";"INCO.2013-1.2";"Central Asia"
"229600";"PEOPLE-2007-2-3.COFUND";"Marie Curie Action: ""Co-funding of Regional, National and International Programmes """
"631952";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"289064";"SiS.2011.4.0.0-2";"Supporting specific tasks of the network of Science in Society National Contact Points"
"234989";"NMP-2008-4.0-15";"ERA-NET on implementing micro- and nano-manufacturing technologies within Member States industry"
"231648";"ICT-2007.9.2";"International cooperation"
"609484";"INCO.2013-3.1";"India, Latin America and Caribbean countries, Mediterranean Partner Countries, Russia"
"235063";"ERANET.2008.4";"Support actions of a horizontal nature"
"288598";"ICT-2011.11.2";"Trans-national co-operation among National Contact Points"
"266549";"NMP-FP7-2010-4-0-8";"ERA-NET on Manufacturing"
"226167";"INCO-2007-3.1.2";"ERA-NET projects ""International Cooperation"" - ERANET"
"631982";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"223572";"INFRA-2007-3.0-03";"Studies, conferences and coordination actions supporting policy development, including international cooperation, for e-Infrastructures"
"230495";"SiS-2008-3.0.2.2";"Support training activites of journalists and authors in the EU Member States and the associated countries in EC-funded research laboratories"
"294965";"INCO.2011-6.1";"Eastern Europe and South Caucasus: Moldova, Georgia, Ukraine, Belarus, Armenia, Azerbaijan"
"291762";"FP7-PEOPLE-2011-COFUND";"Marie-Curie Action: ""Co-funding of regional, National and International Programmes"""
"609528";"INCO.2013-1.4";"Eastern Partnership"
"266545";"ERA-NET.2010.1";"Support Actions for assessing the impact of the ERA-NET scheme and optimising its operational modalities"
"320325";"SSH.2012.8.8-2";"Mobilising the network of National Contact Points in Social Sciences and the Humanities"
"609515";"INCO.2013-3.1";"India, Latin America and Caribbean countries, Mediterranean Partner Countries, Russia"
"244364";"INCO-2009-2.3";"Egypt"
"291814";"KBBE.2011.3.3-01";"Deepened and enlarged European cooperation in the area of Industrial Biotechnology - ERA-NET"
"267352";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"269883";"Fission-2010-7.0.1";"Cooperation in nuclear education and training"
"272851";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"604521";"Fission-2013-6.0.2";"Education / training / information towards the public"
"232662";"Fission-2008-3.3.1";"Optimal approaches for monitoring"
"249687";"Fission-2009-2.2.2";"Network for the development and implementation of the European Industrial Initiative in sustainable nuclear fission energy"
"295722";"Fission-2011-1.1.1";"Research activities in support of implementation of geological disposal"
"295823";"Fission-2011-3.1.1";"Contribution to low-dose risk research in Europe"
"211361";"Fission-2007-3.2-01";"Enhanced safety and efficacy in the medical uses of radiation"
"296001";"Fission-2011-4.2.1";"Transnational access to large infrastructures"
"295552";"Fission-2011-3.1.1";"Contribution to low-dose risk research in Europe"
"249624";"Fission-2009-1.1.2";"Actions in support of the safety case and license applications for geological repositories"
"289355";"FP7-PEOPLE-2011-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"289191";"FP7-PEOPLE-2011-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"272515";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"265743";"FP7-PEOPLE-2009-NIGHT";"Marie Curie Action: ""Researchers' Night 2009"""
"291783";"FP7-PEOPLE-2011-COFUND";"Marie-Curie Action: ""Co-funding of regional, National and International Programmes"""
"211801";"PEOPLE-2007-1-1-ITN";"Marie Curie Action: "" Networks for Initial Training"""
"600377";"FP7-PEOPLE-2012-COFUND";"Marie-Curie Action: ""Co-funding of regional, National and International Programmes"""
"226371";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"626904";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"223758";"INFRA-2007-3.0-03";"Studies, conferences and coordination actions supporting policy development, including international cooperation, for e-Infrastructures"
"219175";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"609617";"FP7-PEOPLE-2013-NIGHT";"Marie-Curie Action: ""Researchers' Night"""
"338602";"GA";"General Activities"
"338602";"INCO";"SP4Activities of International Cooperation"
"219830";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"223534";"INFRA-2007-3.0-03";"Studies, conferences and coordination actions supporting policy development, including international cooperation, for e-Infrastructures"
"235904";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"267194";"FP7-PEOPLE-2010-COFUND";"Marie-Curie Action: ""Co-funding of regional, National and International Programmes"""
"254376";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"317814";"ICT-2011.1.6";"Future Internet Research and Experimentation (FIRE)"
"291377";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"228169";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"326948";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"631129";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"252994";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"287654";"ICT-2011.9.12";"Coordinating Communities, Identifying new research topics for FET Proactive initiatives and Fostering Networking of National and Regional Research Programmes"
"203926";"REGPOT-2007-4-01";"All thematic priorities’ domains of the FP7"
"266603";"INCO.2010-3.1";"Africa"
"623606";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"270704";"SiS-2010-4.0.0.3";"Supporting specific tasks of the network of Science in Society National Contact Points"
"234501";"COH-2007-2.2-01-OMC-NET";"Support to bottom up policy coordination initiatives undertaken by several countries and regions (OMC-NET)"
"212334";"INCO-2007-1.6";"Asia Region"
"206546";"REGPOT-2007-1-01";"All thematic priorities’ domains of the FP7"
"249700";"NMP-2009-4.0-7";"ERA-Net on high value added textiles and fibre-based materials"
"212625";"INCO-2007-1.5";"Africa and the Caribbean Pacific Region"
"235066";"NMP-2008-4.0-14";"ERA-NET on trans-national cooperation for new innovative products in the forest-based value chains "
"202483";"REGIONS-2007-3-01";"Trans-national co-operation among NCPs"
"291870";"NMP.2011.4.0-6";"ERA-NET on the Industrial Handling of Raw Materials for European industries"
"283663";"INFRA-2011-3.5.";"Trans-national co-operation among NCPs"
"316012";"REGPOT-2012-2013-1";"Any research topic covered by the EU FP7"
"303779";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"266604";"INCO.2010-3.2";"Brazil, Canada, China, Japan, USA"
"235303";"NMP-2008-2.6-4";"ERA-NET PLUS on Materials Research"
"318725";"ICT-2011.5.7";"Support to the early implementation of the Joint Programming Initiative (JPI) 'More Years – Better Lives – the Challenges and Opportunities of Demographic Change'"
"265802";"FP7-PEOPLE-2009-NIGHT";"Marie Curie Action: ""Researchers' Night 2009"""
"226154";"INCO-2007-3.1.2";"ERA-NET projects ""International Cooperation"" - ERANET"
"244232";"ENV.2009.3.1.1.1";"Adaptation of water supply and sanitation systems to cope with climate change"
"269718";"Fission-2010-3.3.1";"European platform on emergency and post-accident preparedness and management"
"607663";"SEC-2013.3.4-2";"Extended border security - passport breeder document security – Coordination and Support Action (Supporting Action)"
"263924";"SSH.2010.8-1";"Mobilising the network of NCPs for specific tasks"
"285838";"SME-2011-2";"Research for SME associations"
"312111";"KBBE.2012.3.4-01";"Conversion of bio-waste in developing countries – SICA (African ACP, Mediterranean Partner Countries)"
"277606";"ENV-2011.3.2.2-1";"Support to the Joint Programming Initiative (JPI) on Cultural Heritage and Global Change"
"302453";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"608466";"ENERGY.2013.2.9.1";"Research cooperation and knowledge creation in the area of renewable energy with Mediterranean partner countries"
"213320";"ENERGY-2007-3.2-07";"Identifying research needs and technological opportunities for biofuels production in Latin America"
"232658";"Fission-2008-2.2.1";"Innovative reactor systems"
"311858";"KBBE.2012.1.2-01";"Development of new or improved logistics for lignocellulosic biomass harvest, storage and transport"
"241400";"ENERGY.2009.5.2.2";"Towards an infrastructure for CO2 transport and storage"
"249360";"Fission-2009-2.1.2";"RPV irradiation effects for safety assessment in the perspective of long-term operation"
"232620";"Fission-2008-5.1.1";"Euratom Fission Training Schemes (EFTS) in all areas of Nuclear Fission and Radiation Protection"
"312643";"INFRA-2012-1.1.17.";"Research Infrastructures for Solar Energy: Concentrating solar power"
"248085";"ICT-2009.7.1";"ICT & Ageing"
"249681";"Fission-2009-1.1.1";"Long-term performance of Engineered Barrier Systems (EBS)"
"617951";"ERC-CG-2013-PE6";"ERC Consolidator Grant - Computer Science and Informatics"
"302345";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"248942";"ICT-2009.2.1";"Cognitive Systems and Robotics"
"227010";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"605159";"Fission-2013-5.1.1";"Euratom Fission Training Schemes (EFTS) in 'Nuclear Fission, Safety and Radiation Protection'"
"269658";"Fission-2010-1.1.2";"Research activities in support of implementation of geological disposal"
"608623";"ENERGY.2013.2.9.2";"Methods for the estimation of the Direct Normal Irradiation (DNI)"
"206300";"Fission-2007-4.1-02";"Support to new research infrastructures of pan-European interest"
"216774";"ICT-2007.8.1";"Nanoscale ICT devices and systems"
"291472";"ERC-AG-PE5";"ERC Advanced Grant - Materials and Synthesis"
"303872";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"274668";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"318606";"ICT-2011.1.1";"Future Networks"
"317316";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"273295";"FP7-PEOPLE-2010-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"214340";"NMP-2007-1.1-2";"Self-assembling and self-organisation"
"234239";"SST.2008.3.1.1.";"New mobility concepts for passengers ensuring accessibility for all"
"234239";"SST.2008.3.1.2.";"Intelligent mobility systems and multi-modal interfaces for transport of passengers"
"299280";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"259521";"ERC-SG-PE8";"ERC Starting Grant - Products and process engineering"
"259418";"ERC-SG-PE1";"ERC Starting Grant - Mathematical foundations"
"284833";"ICT-2011.9.2";"High-Tech Research Intensive SMEs in FET research"
"604319";"NMP.2013.4.1-1";"Development of new materials for the substitution of critical metals"
"246829";"ERC-AG-PE5";"ERC Advanced Grant - Materials and Synthesis"
"254069";"FP7-PEOPLE-2009-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"339392";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"336043";"ERC-SG-PE8";"ERC Starting Grant - Products and process engineering"
"283077";"ENERGY.2011.5.1-1";"High-efficiency post-combustion solvent-based capture processes"
"251200";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"267692";"ERC-AG-PE10";"ERC Advanced Grant - Earth system science"
"300062";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"234474";"COH-2007-2.2-01-OMC-NET";"Support to bottom up policy coordination initiatives undertaken by several countries and regions (OMC-NET)"
"238969";"INFRA-2008-1.2.2";"Scientific Data Infrastructure"
"312602";"ERC-SG-SH5";"ERC Starting Grant - Cultures and cultural production"
"268970";"ERC-AG-LS5";"ERC Advanced Grant - Neurosciences and neural disorders"
"626195";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"623742";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"258238";"ICT-2009.3.7";"Photonics"
"223646";"HEALTH-2007-3.1-1";"Implementation of research into healthcare practice"
"623409";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"307209";"ERC-SG-PE9";"ERC Starting Grant - Universe sciences"
"608381";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"335696";"ERC-SG-PE2";"ERC Starting Grant - Fundamental constituents of matter"
"625700";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"283464";"ERC-SG-SH5";"ERC Starting Grant - Cultures and cultural production"
"608049";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"232737";"ERC-AG-LS7";"ERC Advanced Grant - Diagnostic tools, therapies and public health"
"272444";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"282059";"ERC-SG-LS4";"ERC Starting Grant - Physiology, Pathophysiology and Endocrinology"
"627852";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"269830";"ERC-AG-ID1";"ERC Advanced Grant Interdisciplinary Panel"
"310421";"ERC-OA-2011-PoC";"European Research Council ERC Proof of Concept"
"280281";"ERC-SG-PE8";"ERC Starting Grant - Products and process engineering"
"618623";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"236156";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"266931";"SSH-2010-4.2-1";"Cultures of governance and conflict resolution in Europe and India"
"221766";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"328223";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"322814";"ERC-AG-LS8";"ERC Advanced Grant - Evolutionary, population and environmental biology"
"626533";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"280255";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"330340";"FP7-PEOPLE-2012-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"204554";"ERC-SG-PE4";"ERC Starting Grant - Physical and Analytical Chemical sciences"
"335555";"ERC-SG-PE1";"ERC Starting Grant - Mathematical foundations"
"307442";"ERC-SG-PE8";"ERC Starting Grant - Products and process engineering"
"624969";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"207354";"ERC-SG-PE3";"ERC Starting Grant - Condensed matter physics"
"249397";"ERC-AG-SH2";"ERC Advanced Grant - Institutions, values, beliefs and behaviour"
"233263";"ERC-AG-LS7";"ERC Advanced Grant - Diagnostic tools, therapies and public health"
"223210";"HEALTH-2007-2.1.2-5";"Multidisciplinary fundamental genomics and molecular biology approaches to study basic biological processes relevant to health and diseases"
"284405";"SPA.2011.2.1-01";"Exploitation of space science and exploration data"
"631556";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"235914";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"305532";"HEALTH.2012.4.1-2";"Training actions linked to intellectual property rights management and knowledge transfer"
"267443";"ERC-AG-PE8";"ERC Advanced Grant - Products and process engineering"
"617930";"ERC-CG-2013-SH2";"ERC Consolidator Grant - Institutions, Values, Beliefs and behaviour"
"219305";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"252191";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"323646";"ERC-AG-SH2";"ERC Advanced Grant - Institutions, values, beliefs and behaviour"
"309517";"NMP.2012.1.2-1";"Nanotechnology solutions for in-situ soil and groundwater remediation"
"289434";"KBBE.2011.3.6-01";"Increasing the accessibility, usability and predictive capacities of bioinformatics tools for biotechnology applications"
"611153";"ICT-2013.2.1";"Robotics, Cognitive Systems & Smart Spaces, Symbiotic Interaction"
"319962";"REGIONS-2012-2013-1";"Transnational cooperation between regional research-driven clusters"
"339374";"ERC-AG-SH4";"ERC Advanced Grant - The Human Mind and its complexity"
"629076";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"231036";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"297728";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"330603";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"624877";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"304725";"SP1-JTI-ENIAC-2011-2-1";"Automotive & Transport"
"304725";"SP1-JTI-ENIAC-2011-2-3";"Energy Efficiency"
"618097";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"612724";"ERC-CG-2013-PE5";"ERC Consolidator Grant - Synthetic Chemistry and Materials"
"317169";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"276951";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"611951";"FP7-PEOPLE-2013-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"332210";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"279622";"ERC-SG-PE5";"ERC Starting Grant - Materials and Synthesis"
"337974";"ERC-SG-SH2";"ERC Starting Grant - Institutions, values, beliefs and behaviour"
"202886";"ERC-SG-PE4";"ERC Starting Grant - Physical and Analytical Chemical sciences"
"316965";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"286737";"SME-2011-2";"Research for SME associations"
"321868";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"247977";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"223497";"HEALTH-2007-3.1-5";"Better use of medicines"
"115334";"IMI-JU-03-2010-07";"Fostering Patient Awareness On Pharmaceutical Innovation"
"610451";"FP7-PEOPLE-2013-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"601738";"HEALTH.2013.2.3.0-1";"Innovation in vaccines"
"601738";"HEALTH.2013.1.3-4";"Development of alternative in vitro, analytical, immunochemical, and other test methods for quality control of vaccines"
"338528";"JTI-CS-2012-3-SGO-02-063";"Investigation of electric components used in aerospace environment in terms of partial discharge issues"
"240672";"ERC-SG-ID1";"ERC Starting Grant Interdisciplinary Panel"
"615117";"ERC-CG-2013-PE2";"ERC Consolidator Grant - Fundamental Constituents of Matter"
"235425";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"225408";"SSH-2007-1.3-01";"Macroeconomic policy, its interaction and coordination with other policies"
"219676";"PEOPLE-2007-4-1.IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"329316";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"300402";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"249096";"ICT-2009.6.3";"ICT for energy efficiency"
"304961";"HEALTH.2012.1.4-2";"Medical technology for transplantation and bioartificial organs"
"235662";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"323300";"Fission-2012-4.2.1";"Transnational access to large infrastructures"
"268088";"ERC-AG-PE2";"ERC Advanced Grant - Fundamental constituents of matter"
"604514";"NMP.2013.2.2-1";"Biomaterials for Advanced Therapies and Medical Devices in the neurological/neuromuscular or cardiovascular fields"
"334263";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"215362";"PEOPLE-2007-1-1-ITN";"Marie Curie Action: "" Networks for Initial Training"""
"259640";"ERC-SG-PE4";"ERC Starting Grant - Physical and Analytical Chemical sciences"
"200247";"PEOPLE-2007-5-1.NIGHT";"Marie Curie Action: ""Researchers' Night 2007"""
"247295";"ERC-AG-PE9";"ERC Advanced Grant - Universe sciences"
"267454";"ERC-AG-PE5";"ERC Advanced Grant - Materials and Synthesis"
"281148";"ERC-SG-SH2";"ERC Starting Grant - Institutions, values, beliefs and behaviour"
"298656";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"242153";"HEALTH-2009-3.2-1";"Organisation of dementia care"
"249780";"ERC-AG-LS6";"ERC Advanced Grant - Immunity and infection"
"273051";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"276887";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"613024";"ICT-2013.9.5";"FET-Open Xtrack"
"327225";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"262030";"SME-1";"Research for SMEs"
"295091";"INCO.2011-7.1";"Brazil"
"287395";"FP7-PEOPLE-2011-NIGHT";"Marie-Curie Action: ""Researchers' Night"""
